상가업소번호,상호명,지점명,상권업종대분류명,상권업종중분류명,상권업종소분류명,도로명주소
MA010120220808009757,칠성게임,,예술·스포츠,유원지·오락,기타 오락장,서울특별시 광진구 동일로18길 31
MA010120220808016976,라오라오,,소매,의약·화장품 소매,의료기기 소매업,서울특별시 광진구 광나루로46길 21
MA010120220808022101,가온디앤디,,과학·기술,광고,광고 대행업,서울특별시 광진구 광나루로56길 85
MA010120220808044719,사랑,,음식,주점,요리 주점,서울특별시 광진구 면목로 99
MA010120220808045145,한일기사식당,,음식,한식,백반/한정식,서울특별시 광진구 강변역로4길 56
MA010120220808040614,더보이즈커피,,음식,비알코올 ,카페,서울특별시 광진구 능동로 275-1
MA010120220808007185,동부공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 군자로 156
MA010120220808037632,착한탕국,,음식,한식,백반/한정식,서울특별시 광진구 자양로13나길 35
MA010120220807997370,이마트24광진프라임점,,소매,종합 소매,편의점,서울특별시 광진구 동일로 92-1
MA010120220808002923,모노클,,소매,안경·정밀기기 소매,안경렌즈 소매업,서울특별시 광진구 아차산로 262
MA010120220808012911,필라테스잇다,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 뚝섬로 533
MA010120220808033027,진현행정사사무소,,과학·기술,법무관련 ,행정사,서울특별시 광진구 능동로 327-1
MA010120220808007643,한뚝배기뼈해장국,,음식,한식,백반/한정식,서울특별시 광진구 자양로 244
MA010120220808003621,솔루션번역행정사사무소,,과학·기술,법무관련 ,행정사,서울특별시 광진구 아차산로 378
MA010120220808066525,다솔하우스,,숙박,기타 숙박,기숙사/고시원,서울특별시 광진구 능동로13길 70
MA010120220808110644,정보빈공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 영화사로3길 13
MA010120220808066310,자양게임장,,예술·스포츠,유원지·오락,전자 게임장,서울특별시 광진구 아차산로 361
MA010120220808101015,킹콩아이스꽁꽁자양,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 뚝섬로52라길 49
MA010120220808103415,능동곱창,,음식,한식,곱창 전골/구이,서울특별시 광진구 능동로36길 15
MA010120220808097223,알바트로스쥬니어,,교육,기타 교육,그 외 기타 교육기관,서울특별시 광진구 광나루로 496
MA010120220808063104,명봉반점,,음식,중식,중국집,서울특별시 광진구 뚝섬로31길 59
MA010120220808127208,큐영,,예술·스포츠,유원지·오락,기타 오락관련 서비스업,서울특별시 광진구 뚝섬로56길 34
MA010120220808103967,이루다,,소매,철물·건설자재 소매,기타 건설/건축자재 소매업,서울특별시 광진구 능동로 330
MA010120220808063408,열정국밥,,음식,한식,국/탕/찌개류,서울특별시 광진구 아차산로55길 20
MA010120220808110661,까까아이스,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 뚝섬로36가길 2
MA010120220808095277,GS25광진,,소매,종합 소매,편의점,서울특별시 광진구 능동로36길 168
MA010120220808103528,골드부동산공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 능동로8길 28
MA010120220808078530,루크,,수리·개인,이용·미용,미용실,서울특별시 광진구 아차산로70길 62
MA010120220808074944,아모르파티노래연습장,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 동일로22길 22
MA010120220808117754,리본롯데,,소매,섬유·의복·신발 소매,여성 의류 소매업,서울특별시 광진구 능동로 92
MA010120220808102280,카페떼오자양,,음식,비알코올 ,카페,서울특별시 광진구 뚝섬로22길 66
MA010120220808123366,자하플랜,,소매,철물·건설자재 소매,기타 건설/건축자재 소매업,서울특별시 광진구 면목로6길 7
MA010120220808096136,꼬지사께,,음식,주점,요리 주점,서울특별시 광진구 구의강변로 86
MA010120220808074253,반하다네일,,수리·개인,이용·미용,네일숍,서울특별시 광진구 능동로30길 3
MA010120220808125663,츄파춘스,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220808074316,헬로통큰삼겹,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 아차산로40길 48
MA010120220808233610,브이아이피캐롬클럽,,예술·스포츠,스포츠 서비스,당구장,서울특별시 광진구 군자로 52
MA010120220808207230,폰버거,,음식,기타 간이,버거,서울특별시 광진구 동일로24길 23
MA010120220808223968,디유비,,소매,의약·화장품 소매,화장품 소매업,서울특별시 광진구 광나루로 386
MA010120220808236316,대원여고매점,,소매,종합 소매,슈퍼마켓,서울특별시 광진구 용마산로22길 26
MA010120220808243130,진미가정식백반,,음식,한식,백반/한정식,서울특별시 광진구 아차산로 413-5
MA010120220808233426,왓유워너,,음식,비알코올 ,카페,서울특별시 광진구 능동로19길 57
MA010120220808235054,제네시스,,소매,의약·화장품 소매,의료기기 소매업,서울특별시 광진구 능동로34길 114
MA010120220808255113,주함,,시설관리·임대,기타 사업 서비스,포장/충전업,서울특별시 광진구 천호대로110길 61
MA010120220808195209,화양포차,,음식,주점,요리 주점,서울특별시 광진구 동일로30길 50
MA010120220808233242,박공헤어화양세종대하우스,,수리·개인,이용·미용,미용실,서울특별시 광진구 군자로 70
MA010120220808233861,새로나공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 면목로 104
MA010120220808239288,피아노리브레건대센터,,교육,기타 교육,음악학원,서울특별시 광진구 아차산로29길 18
MA010120220808229384,고향순대국,,음식,한식,국/탕/찌개류,서울특별시 광진구 뚝섬로55길 16
MA010120220808229392,네박자노래방,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 동일로22길 26
MA010120220808238070,엄마시대,,수리·개인,이용·미용,미용실,서울특별시 광진구 군자로 157
MA010120220808252821,건축사사무소플레이스,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 아차산로 187
MA010120220808236574,홍린스튜디오,,과학·기술,사진 촬영,사진촬영업,서울특별시 광진구 천호대로 666
MA010120220808227119,흙빚다,,교육,기타 교육,기타 예술/스포츠 교육기관,서울특별시 광진구 면목로 63-1
MA010120220808245020,네일비타&푸스케어,,수리·개인,이용·미용,네일숍,서울특별시 광진구 동일로18길 104
MA010120220808201949,마스터키프라임,,예술·스포츠,유원지·오락,기타 오락장,서울특별시 광진구 동일로20길 72
MA010120220808243433,중국성,,음식,중식,중국집,서울특별시 광진구 자양번영로3길 38
MA010120220808268828,정담은한약국,,소매,의약·화장품 소매,약국,서울특별시 광진구 능동로 335
MA010120220808253362,배우고가게,,교육,기타 교육,기타 기술/직업 훈련학원,서울특별시 광진구 용마산로7길 51
MA010120220808253042,다인헤어,,수리·개인,이용·미용,미용실,서울특별시 광진구 뚝섬로51길 82
MA010120220808212237,한양푸드,,음식,한식,백반/한정식,서울특별시 광진구 군자로 149-1
MA010120220808248904,프리마여성의원,,보건의료,의원,산부인과 의원,서울특별시 광진구 자양로 109
MA010120220808249696,디저트39군자점,,음식,비알코올 ,카페,서울특별시 광진구 천호대로 530
MA010120220808256721,에스지공조시스템,,소매,철물·건설자재 소매,철물/공구 소매업,서울특별시 광진구 동일로 343
MA010120220808247887,필라테스더제이,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 천호대로130길 59-3
MA010120220808252061,느루,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 능동로13길 75
MA010120220808243239,쪽갈비대통령,,음식,한식,돼지고기 구이/찜,서울특별시 광진구 자양로13길 61
MA010120220808218359,전주맛나식당,,음식,한식,백반/한정식,서울특별시 광진구 천호대로 590
MA010120220808204526,프로피트,,수리·개인,욕탕·신체관리,체형/비만 관리,서울특별시 광진구 능동로3가길 31
MA010120220808251021,하누리,,과학·기술,광고,광고 대행업,서울특별시 광진구 천호대로 634
MA010120220808253194,드림이스케이프,,예술·스포츠,유원지·오락,기타 오락관련 서비스업,서울특별시 광진구 아차산로 238
MA010120220808252182,탑플레이어,,과학·기술,광고,광고 대행업,서울특별시 광진구 천호대로 561
MA010120220808251498,케이더블유디자인,,음식,동남아시아,베트남식 전문,서울특별시 광진구 아차산로 262
MA010120220808229277,휘트니스베이PT&필라테스,,교육,기타 교육,요가/필라테스 학원,서울특별시 광진구 광나루로 386
MA010120220808224540,오피씨건축사사무소,,과학·기술,기술 서비스,건축 설계 및 관련 서비스업,서울특별시 광진구 광장로5길 24
MA010120220808221530,제이렌트카동,,시설관리·임대,운송장비 대여,자동차 대여업,서울특별시 광진구 광나루로 446-1
MA010120220808219457,더솜,,수리·개인,이용·미용,피부 관리실,서울특별시 광진구 자양로30길 75
MA010120220808240998,포차35구역,,음식,주점,요리 주점,서울특별시 광진구 구의로 9
MA010120220808184138,당케스튜디오,,과학·기술,전문 디자인,시각 디자인업,서울특별시 광진구 군자로 160-3
MA010120220808212938,블럭마을영어교습소,,교육,일반 교육,입시·교과학원,서울특별시 광진구 용마산로1길 96
MA010120220808214400,삼성정육점,,소매,식료품 소매,정육점,서울특별시 광진구 긴고랑로 130
MA010120220808209894,뉴트리썸,,소매,식료품 소매,건강보조식품 소매업,서울특별시 광진구 능동로51길 28-6
MA010120220808209733,러브로우아카데미,,교육,기타 교육,그 외 기타 교육기관,서울특별시 광진구 아차산로 214
MA010120220808196178,세이브플러스ID,,소매,철물·건설자재 소매,벽지/장판/마루 소매업,서울특별시 광진구 동일로46길 23-11
MA010120220808183953,휴대폰팩토리,,소매,가전·통신 소매,핸드폰 소매업,서울특별시 광진구 광나루로56길 85
MA010120220808223177,대공원공인중개사사무소,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 천호대로 666
MA010120220808214473,진미디어,,과학·기술,광고,기타 광고 관련 서비스업,서울특별시 광진구 광나루로54길 20
MA010120220808183625,미쁨,,음식,일식,일식 회/초밥,서울특별시 광진구 자양로28길 11
MA010120220808213818,빽다방건대동문회관점,,음식,비알코올 ,카페,서울특별시 광진구 아차산로36길 5
MA010120220808215855,24시셀프빨래방,,수리·개인,세탁,셀프 빨래방,서울특별시 광진구 아차산로25길 47
MA010120220808220935,건국대학교구내이발소,,수리·개인,이용·미용,미용실,서울특별시 광진구 능동로 120
MA010120220808222150,청춘등판,,음식,한식,백반/한정식,서울특별시 광진구 동일로22길 34
MA010120220808217519,만찬,,소매,식료품 소매,반찬/식료품 소매업,서울특별시 광진구 아차산로73길 44
MA010120220808221613,플로어칠,,음식,일식,일식 회/초밥,서울특별시 광진구 동일로22길 117-14
MA010120220808222357,정진도시개발,,부동산,부동산 서비스,부동산 중개/대리업,서울특별시 광진구 광장로 79
MA010120220808223379,힐링,,예술·스포츠,유원지·오락,노래방,서울특별시 광진구 아차산로78길 177
MA010120220808216341,카페디-데이,,음식,비알코올 ,카페,서울특별시 광진구 영화사로 23
MA010120220808153485,초심스터디카페군자역점,,예술·스포츠,도서관·사적지,독서실/스터디 카페,서울특별시 광진구 천호대로 571
